population	assembly_accession	wgs_set_name	study_accession	study_title	sample_accession	run_accession	fastq_bytes	number_of_files	instrument_model	library_layout	library_strategy
cwb1	GCA_000472085	AORO02	PRJNA186497	Sus Genome sequencing and assembly	SAMN01894458	SRR652377	0.009529073783596687	2	Illumina HiSeq 2000	PAIRED	WGS
cwb1	GCA_000472085	AORO02	PRJNA186497	Sus Genome sequencing and assembly	SAMN01894459	SRR652378	0.014227899284378509	2	Illumina HiSeq 2000	PAIRED	WGS
cwb1	GCA_000472085	AORO02	PRJNA186497	Sus Genome sequencing and assembly	SAMN01894460	SRR652379	0.014255749227231718	2	Illumina HiSeq 2000	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3123253	0.04129621631545888	2	Illumina HiSeq 2500	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3123260	0.03208744732910418	2	Illumina HiSeq 2500	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3123270	0.019455108988040593	2	Illumina HiSeq 2500	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3123271	0.018821887075318955	2	Illumina HiSeq 2500	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3118615	0.034143349958867475	2	Illumina HiSeq 2500	PAIRED	WGS
Hampshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440474	SRR3123254	0.038560452560886915	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3123259	0.04139463577303104	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3123278	0.013637212159665069	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3123280	0.019113077976726345	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3123434	0.03782729160775489	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3105581	0.04117797785966104	2	Illumina HiSeq 2500	PAIRED	WGS
Berkshire	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440475	SRR3105582	0.03718048291375453	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3118296	0.03522309897107334	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3123282	0.04373673265490652	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3123332	0.013325105008334504	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3123327	0.013938024245362612	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3118295	0.03283381970049959	2	Illumina HiSeq 2500	PAIRED	WGS
Landrace	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440476	SRR3123316	0.03714558312276495	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123335	0.038820272147859214	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123343	0.026236010156026168	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123333	0.030796932494013163	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123339	0.03962140356998134	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123344	0.021382482298577088	2	Illumina HiSeq 2500	PAIRED	WGS
Pietrain	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440477	SRR3123345	0.021561682700848905	2	Illumina HiSeq 2500	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123346	0.028892862127577246	2	Illumina HiSeq 2000	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123347	0.03782741594295658	2	Illumina HiSeq 2000	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123348	0.033473888053777046	2	Illumina HiSeq 2500	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123351	0.04321337984492857	2	Illumina HiSeq 2500	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123354	0.012688118392361503	2	Illumina HiSeq 2500	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123356	0.018001147228460468	2	Illumina HiSeq 2500	PAIRED	WGS
LargeWhite	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440478	SRR3123360	0.005149599176547781	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123363	0.03515280976534996	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123367	0.03921809010171273	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123371	0.014519458453833067	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123365	0.032999775396092446	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123369	0.02433258519977244	2	Illumina HiSeq 2500	PAIRED	WGS
Bamei	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440479	SRR3123373	0.01787238183169393	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123398	0.01962396380076825	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123401	0.04145194122520479	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123405	0.031301211461141065	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123403	0.041649059025075985	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123409	0.016157409202605777	2	Illumina HiSeq 2500	PAIRED	WGS
Meishan	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440481	SRR3123410	0.02073028166523727	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123392	0.038441832552962296	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123396	0.009392653279974184	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123391	0.03502539963119489	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123393	0.03941806059992814	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123394	0.033826108932771604	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123395	0.008505219354447036	2	Illumina HiSeq 2500	PAIRED	WGS
Rongchang	GCA_001700135	LUXX01	PRJNA309108	Sus scrofa Genome sequencing and assembly	SAMN04440482	SRR3123397	0.006047658413990575	2	Illumina HiSeq 2500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815241	0.001245859017217299	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815243	0.001314189345066552	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815248	0.001199337578327686	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815250	0.0011790433009082335	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815251	0.001145436534898181	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815253	0.0010281595905325958	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815255	0.0013689704801436164	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815256	0.0012971855776413577	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815259	0.0004896497712252312	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815263	0.0008385377186641563	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815265	0.0007985581169123179	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815268	0.0015518428581344779	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815270	0.0008494811454511364	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815274	0.0015875555727689061	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815282	0.001103918113585678	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815283	0.0011612445050559472	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815284	0.0003591033164411783	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815285	0.000294348403258482	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815286	0.0016980042191789835	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815288	0.0017712774606479798	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815290	0.0007317491135836462	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815291	0.0008115755481412634	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815292	0.0007507647669626749	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815294	0.0001722831748338649	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815298	0.0008416244991167332	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815300	0.0008873138876879239	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815301	0.0008323462334374199	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815305	0.0014029372960067121	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815308	0.001204545021209924	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815309	0.0013193420854804572	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815314	0.001676134819717845	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815316	0.0017316648500127485	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815320	0.0010504773144930368	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815321	0.0009294443452745327	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815326	0.0008697599732840899	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815327	0.0007478801835532067	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815329	0.0010404772183392197	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815335	0.0013661883658642182	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815342	0.014000373219460016	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815343	0.013025146336076432	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815344	0.014186912419063447	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815345	0.013135316231455363	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815347	0.027400622527238738	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815350	0.0009639139407227049	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815355	0.0010683356267691124	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815360	0.0009918666028170264	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815361	0.0009301883237640141	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815363	0.0009204017487718374	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815366	0.0007913811259641079	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815367	0.027213358913286356	2	NextSeq 500	PAIRED	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815371	0.0009307066729888902	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815375	0.0015380211179945036	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815376	0.001749357382323069	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815378	0.0017289669613091974	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815381	0.001536046899673238	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815382	0.0019031140836887062	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815386	0.00043267801902402425	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815387	0.0007915182059150538	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815388	0.0002756197500275448	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815390	0.0003731898668775102	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815395	0.0011469992150523467	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815403	0.00014007410300109768	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815405	0.00014999711675045546	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815407	0.0003521239332258119	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815408	0.00036232829370419495	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815409	0.0003378203628017218	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815410	0.0003629145694503677	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815411	0.000111868733256415	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815413	0.0017071220099751372	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815416	0.001554690504235623	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815418	0.0016250311982730636	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815419	0.0016497316692039021	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815429	0.0018484268621250521	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815430	0.001746915092553536	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815431	0.0015071052685016184	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815434	0.0014956697959860321	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815435	0.0020192893089188146	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815440	0.0008231989841078757	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815442	0.0009961729729184299	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815444	0.0008944195988078718	1	PacBio RS II	SINGLE	WGS
USMARC	GCA_002844635	NPJO01	PRJNA392765	Sus scrofa isolate:201423004 | breed:Cross-bred Genome sequencing and assembly	SAMN07325927	SRR5815445	0.0009109602897297009	1	PacBio RS II	SINGLE	WGS
